Module	Section	Sample Name	Source
Cutadapt	all_sections	zr3616_6_R2	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/slurm-1076838.out
Cutadapt	all_sections	zr3616_8_R2	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/slurm-1076838.out
Cutadapt	all_sections	zr3616_2_R1	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/slurm-1076838.out
Cutadapt	all_sections	zr3616_2_R2	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/slurm-1076838.out
Cutadapt	all_sections	zr3616_4_R1	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/slurm-1076838.out
Cutadapt	all_sections	zr3616_1_R2	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/slurm-1076838.out
Cutadapt	all_sections	zr3616_7_R1	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/slurm-1076838.out
Cutadapt	all_sections	zr3616_1_R1	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/zr3616_1_R1.fq.gz_trimming_report.txt
Cutadapt	all_sections	zr3616_3_R1	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/zr3616_3_R1.fq.gz_trimming_report.txt
Cutadapt	all_sections	zr3616_3_R2	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/zr3616_3_R2.fq.gz_trimming_report.txt
Cutadapt	all_sections	zr3616_4_R2	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/zr3616_4_R2.fq.gz_trimming_report.txt
Cutadapt	all_sections	zr3616_5_R1	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/zr3616_5_R1.fq.gz_trimming_report.txt
Cutadapt	all_sections	zr3616_5_R2	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/zr3616_5_R2.fq.gz_trimming_report.txt
Cutadapt	all_sections	zr3616_6_R1	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/zr3616_6_R1.fq.gz_trimming_report.txt
Cutadapt	all_sections	zr3616_7_R2	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/zr3616_7_R2.fq.gz_trimming_report.txt
Cutadapt	all_sections	zr3616_8_R1	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/zr3616_8_R1.fq.gz_trimming_report.txt
Cutadapt	all_sections	zr3616_1_R1_val_1	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/slurm-1085871.out
Cutadapt	all_sections	zr3616_1_R2_val_2	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/slurm-1085871.out
Cutadapt	all_sections	zr3616_2_R1_val_1	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/slurm-1085871.out
Cutadapt	all_sections	zr3616_2_R2_val_2	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/slurm-1085871.out
Cutadapt	all_sections	zr3616_3_R1_val_1	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/slurm-1085871.out
Cutadapt	all_sections	zr3616_3_R2_val_2	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/slurm-1085871.out
Cutadapt	all_sections	zr3616_4_R1_val_1	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/slurm-1085871.out
Cutadapt	all_sections	zr3616_4_R2_val_2	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/slurm-1085871.out
Cutadapt	all_sections	zr3616_5_R1_val_1	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/slurm-1085871.out
Cutadapt	all_sections	zr3616_5_R2_val_2	/gscratch/scrubbed/yaaminiv/Manchester/analyses/trimgalore/slurm-1085871.out
