Sample	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
zr3616_1_R1	0.4298864914020197					
zr3616_1_R1_val_1	0.568032516334504	31.77080679108674	20.0	99.31467484488843	9.090909090909092	161236355.0
zr3616_1_R1_val_1_val_1	1.3983309068574854					
zr3616_1_R2	0.4287003173113478					
zr3616_1_R2_val_2	0.5900071774455183	31.759189397052666	20.0	99.31188805403099	18.181818181818183	161236355.0
zr3616_1_R2_val_2_val_2	2.0440751218360953					
zr3616_2_R1	0.4360800139250769					
zr3616_2_R1_val_1	0.5718387697560827	31.721508376098114	19.0	99.19049464787885	9.090909090909092	166968754.0
zr3616_2_R1_val_1_val_1	1.1058190047991705					
zr3616_2_R2	0.4312632040846998					
zr3616_2_R2_val_2	0.5985640881942006	31.6762802211978	19.0	99.21137165580095	18.181818181818183	166968754.0
zr3616_2_R2_val_2_val_2	1.5958745918839587					
zr3616_3_R1	0.43619403087920994					
zr3616_3_R1_val_1	0.5877665106086356	32.52245950980277	20.0	94.59327939706696	9.090909090909092	188570462.0
zr3616_3_R1_val_1_val_1	1.7287240322511894					
zr3616_3_R2	0.4422977803501428					
zr3616_3_R2_val_2	0.6206101341889538	32.425112512318776	20.0	94.59438424666955	18.181818181818183	188570462.0
zr3616_3_R2_val_2_val_2	2.560440558200574					
zr3616_4_R1	0.43691470748877004					
zr3616_4_R1_val_1	0.5797090564864142	32.67607935473649	19.0	97.09356879947225	9.090909090909092	197994215.0
zr3616_4_R1_val_1_val_1	1.1046565879043584					
zr3616_4_R2	0.43690728464458284					
zr3616_4_R2_val_2	0.6112439302037441	32.378024742470885	19.0	97.11651633862131	18.181818181818183	197994215.0
zr3616_4_R2_val_2_val_2	1.5874400306572718					
zr3616_5_R1	0.4437082350336987					
zr3616_5_R1_val_1	0.5984801198424938	28.98519196334138	19.0	95.73035173639136	9.090909090909092	148703891.0
zr3616_5_R1_val_1_val_1	1.3018695424904796					
zr3616_5_R2	0.4401079513749556					
zr3616_5_R2_val_2	0.6172653964213203	29.25147120574772	20.0	95.73546077553546	18.181818181818183	148703891.0
zr3616_5_R2_val_2_val_2	1.89542701249966					
zr3616_6_R1	0.4433484591513608					
zr3616_6_R1_val_1	0.6136228450475156	32.45968934164348	20.0	94.0729001959385	9.090909090909092	195031602.0
zr3616_6_R1_val_1_val_1	1.498532533473327					
zr3616_6_R2	0.4384336888352391					
zr3616_6_R2_val_2	0.6234810645454594	32.33889720295839	20.0	94.09761100152375	18.181818181818183	195031602.0
zr3616_6_R2_val_2_val_2	2.1815254792922696					
zr3616_7_R1	0.4446766123206337					
zr3616_7_R1_val_1	0.5923666219487245	28.319415517171862	19.0	96.15586829089071	9.090909090909092	149222025.0
zr3616_7_R1_val_1_val_1	0.9792241865937259					
zr3616_7_R2	0.4404554709317232					
zr3616_7_R2_val_2	0.622326515534405	28.282982402887114	19.0	96.16127438292035	9.090909090909092	149222025.0
zr3616_7_R2_val_2_val_2	1.3970930618945916					
zr3616_8_R1	0.43637837428370596					
zr3616_8_R1_val_1	0.5854241607983007	29.971052802093226	19.0	96.56004349063235	9.090909090909092	161458218.0
zr3616_8_R1_val_1_val_1	1.0866576427753112					
zr3616_8_R2	0.43369565416244954					
zr3616_8_R2_val_2	0.6157897209650043	29.719888949280715	19.0	96.5894355900794	18.181818181818183	161458218.0
zr3616_8_R2_val_2_val_2	1.5622402105053896					
