Module	Section	Sample Name	Source
FastQC	all_sections	zr3616_7_R2	/gscratch/scrubbed/yaaminiv/Manchester/analyses/fastqc/zr3616_7_R2_fastqc.zip
FastQC	all_sections	zr3616_8_R2	/gscratch/scrubbed/yaaminiv/Manchester/analyses/fastqc/zr3616_8_R2_fastqc.zip
FastQC	all_sections	zr3616_8_R1	/gscratch/scrubbed/yaaminiv/Manchester/analyses/fastqc/zr3616_8_R1_fastqc.zip
FastQC	all_sections	zr3616_6_R1	/gscratch/scrubbed/yaaminiv/Manchester/analyses/fastqc/zr3616_6_R1_fastqc.zip
FastQC	all_sections	zr3616_4_R1	/gscratch/scrubbed/yaaminiv/Manchester/analyses/fastqc/zr3616_4_R1_fastqc.zip
FastQC	all_sections	zr3616_3_R1	/gscratch/scrubbed/yaaminiv/Manchester/analyses/fastqc/zr3616_3_R1_fastqc.zip
FastQC	all_sections	zr3616_2_R1	/gscratch/scrubbed/yaaminiv/Manchester/analyses/fastqc/zr3616_2_R1_fastqc.zip
FastQC	all_sections	zr3616_1_R2	/gscratch/scrubbed/yaaminiv/Manchester/analyses/fastqc/zr3616_1_R2_fastqc.zip
FastQC	all_sections	zr3616_7_R1	/gscratch/scrubbed/yaaminiv/Manchester/analyses/fastqc/zr3616_7_R1_fastqc.zip
FastQC	all_sections	zr3616_2_R2	/gscratch/scrubbed/yaaminiv/Manchester/analyses/fastqc/zr3616_2_R2_fastqc.zip
FastQC	all_sections	zr3616_3_R2	/gscratch/scrubbed/yaaminiv/Manchester/analyses/fastqc/zr3616_3_R2_fastqc.zip
FastQC	all_sections	zr3616_4_R2	/gscratch/scrubbed/yaaminiv/Manchester/analyses/fastqc/zr3616_4_R2_fastqc.zip
FastQC	all_sections	zr3616_1_R1	/gscratch/scrubbed/yaaminiv/Manchester/analyses/fastqc/zr3616_1_R1_fastqc.zip
FastQC	all_sections	zr3616_5_R2	/gscratch/scrubbed/yaaminiv/Manchester/analyses/fastqc/zr3616_5_R2_fastqc.zip
FastQC	all_sections	zr3616_6_R2	/gscratch/scrubbed/yaaminiv/Manchester/analyses/fastqc/zr3616_6_R2_fastqc.zip
FastQC	all_sections	zr3616_5_R1	/gscratch/scrubbed/yaaminiv/Manchester/analyses/fastqc/zr3616_5_R1_fastqc.zip
