GO:0000018	DNA metabolism	P
GO:0000027	cell organization and biogenesis	P
GO:0000028	cell organization and biogenesis	P
GO:0000049	nucleic acid binding activity	F
GO:0000050	other metabolic processes	P
GO:0000052	other metabolic processes	P
GO:0000055	transport	P
GO:0000056	transport	P
GO:0000060	transport	P
GO:0000082	cell cycle and proliferation	P
GO:0000082	cell cycle and proliferation	P
GO:0000083	RNA metabolism	P
GO:0000083	cell cycle and proliferation	P
GO:0000086	cell cycle and proliferation	P
GO:0000086	cell cycle and proliferation	P
GO:0000111	nucleus	C
GO:0000118	nucleus	C
GO:0000122	RNA metabolism	P
GO:0000122	RNA metabolism	P
GO:0000122	RNA metabolism	P
GO:0000122	RNA metabolism	P
GO:0000122	RNA metabolism	P
GO:0000122	RNA metabolism	P
GO:0000122	RNA metabolism	P
GO:0000122	RNA metabolism	P
GO:0000122	RNA metabolism	P
GO:0000122	RNA metabolism	P
GO:0000124	nucleus	C
GO:0000125	nucleus	C
GO:0000132	cell cycle and proliferation	P
GO:0000132	cell cycle and proliferation	P
GO:0000132	cell cycle and proliferation	P
GO:0000132	cell organization and biogenesis	P
GO:0000132	cell organization and biogenesis	P
GO:0000132	cell organization and biogenesis	P
GO:0000137	ER/Golgi	C
GO:0000139	ER/Golgi	C
GO:0000139	ER/Golgi	C
GO:0000139	ER/Golgi	C
GO:0000139	ER/Golgi	C
GO:0000139	ER/Golgi	C
GO:0000139	ER/Golgi	C
GO:0000139	ER/Golgi	C
GO:0000139	ER/Golgi	C
GO:0000139	ER/Golgi	C
GO:0000139	ER/Golgi	C
GO:0000139	other membranes	C
GO:0000139	other membranes	C
GO:0000139	other membranes	C
GO:0000139	other membranes	C
GO:0000139	other membranes	C
GO:0000139	other membranes	C
GO:0000139	other membranes	C
GO:0000139	other membranes	C
GO:0000139	other membranes	C
GO:0000139	other membranes	C
GO:0000146	cytoskeletal activity	F
GO:0000149	other molecular function	F
GO:0000149	other molecular function	F
GO:0000151	other cellular component	C
GO:0000151	other cellular component	C
GO:0000164	other cellular component	C
GO:0000165	signal transduction	P
GO:0000166	other molecular function	F
GO:0000175	other molecular function	F
GO:0000176	nucleus	C
GO:0000176	nucleus	C
GO:0000177	other cytoplasmic organelle	C
GO:0000178	other cellular component	C
GO:0000178	other cellular component	C
GO:0000183	RNA metabolism	P
GO:0000183	RNA metabolism	P
GO:0000184	RNA metabolism	P
GO:0000184	RNA metabolism	P
GO:0000184	RNA metabolism	P
GO:0000184	RNA metabolism	P
GO:0000185	other metabolic processes	P
GO:0000185	other metabolic processes	P
GO:0000185	signal transduction	P
GO:0000185	signal transduction	P
GO:0000186	protein metabolism	P
GO:0000186	signal transduction	P
GO:0000209	protein metabolism	P
GO:0000209	protein metabolism	P
GO:0000226	cell organization and biogenesis	P
